"","Gene","N.sums","MF.score","MF.rank","MF.nfold.min"
"Mcts1","68995",3,8.87032624169016e-08,3751.5,3959.5
"Anapc10","68999",4,2.46012249174791e-07,6884,7606
"Cab39l","69008",2,3.14556650699385e-08,1897,3033
"Thap7","69009",3,9.15735355200894e-08,3823.5,4806.5
"Prrt2","69017",10,6.1436761400959e-07,10436,11512
"Spcs1","69019",2,8.45239524982415e-08,3657.5,2352.5
"Zfp707","69020",4,2.55106784219453e-07,7007,6297
"Snx15","69024",2,6.65913254720301e-08,3127.5,3713.5
"Mitd1","69028",5,4.70091100380215e-07,9405,9107.5
"Smdt1","69029",1,1.34210324435207e-08,946,1879
"1810006J02Rik","69030",0,0,335.5,335.5
"Lyzl4","69032",4,7.20804748515579e-07,11026,10535.5
"Nupr1l","69034",4,9.78801419981752e-08,3999,4763.5
"Zdhhc3","69035",6,6.9318738605061e-07,10891,6876.5
"Zg16","69036",13,1.42316378716235e-06,13416,14224
"Tmem258","69038",2,3.14556650699385e-08,1897,3033
"Isca1","69046",13,4.35195407248125e-07,9116,11016.5
"Atp2c2","69047",7,7.03388727566399e-07,10949,11702
"Slc30a5","69048",3,2.51514008538641e-07,6954,6198
"Cml5","69049",9,2.30297580763235e-06,14898,14127
"1810013A23Rik","69050",4,8.16863216872581e-07,11460,9553
"Pycr2","69051",3,7.68155682449155e-08,3414.5,3789.5
"1810013L24Rik","69053",1,1.34210324435207e-08,946,1879
"1810007D17Rik","69055",1,2.38292567035273e-07,6755,943
"Pnlip","69060",8,6.70186651695082e-07,10774,10244.5
"Fuom","69064",7,2.85475784244801e-07,7457,8399.5
"Chac1","69065",19,3.6109664383084e-06,15909,16200.5
"1810010H24Rik","69066",9,7.65062885677026e-07,11214,11048
"1810011O10Rik","69068",35,4.24759663663318e-06,16189,16733
"1810011H11Rik","69069",6,4.13518891522451e-07,8921,10146
"Tmem97","69071",14,7.2601939237481e-07,11050,12251
"Ebna1bp2","69072",5,3.3776114668064e-07,8125,8310.5
"Kdf1","69073",15,7.00768163274554e-07,10932,12517
"Triap1","69076",2,2.39735011405373e-07,6787,2340.5
"Psmd11","69077",5,1.9709492757468e-07,6097,6444.5
"Gmppa","69080",3,9.580969842813e-08,3948,4629.5
"Zc3h15","69082",5,1.88094018183455e-07,5936,7155
"Sult1c2","69083",9,7.91216894748128e-07,11351,11026
"Zcchc9","69085",0,0,335.5,335.5
"Oxa1l","69089",2,1.08701135719459e-07,4286.5,3893.5
"Ascc1","69090",1,4.50210946338907e-08,2319,1246
"Vps26b","69091",3,7.88104385712404e-08,3484,3586
"Tmem160","69094",2,2.94282492652103e-08,1699,2904
"Trim15","69097",8,1.88145627739261e-06,14333,14789.5
"Ydjc","69101",16,9.15680065223954e-07,11870,13357.5
"March5","69104",9,5.79642078443484e-07,10225,10553
"Stoml1","69106",11,5.12544252899838e-07,9751,11095.5
"1810012K16Rik","69108",1,3.07810412179689e-08,1828,1184
"Alkbh3","69113",1,1.34210324435207e-08,946,1879
"Ubr4","69116",2,4.71524345506404e-08,2426.5,2293.5
"Adh6a","69117",4,2.05890290350029e-07,6238,6757
"1810021B22Rik","69120",2,3.40418494481074e-08,2028.5,3492.5
"Chrdl2","69121",4,2.06200551625075e-06,14604,10521
"Eci3","69123",10,3.09907088512165e-06,15595,15662
"Cnot8","69125",2,1.16019544970286e-07,4476.5,2395.5
"1810022K09Rik","69126",5,1.36740904555234e-07,4949,5849
"Pex11g","69129",11,4.19040298416562e-07,8973,10098.5
"Cdk12","69131",10,1.10931096898437e-06,12558,9702.5
"Fam25c","69134",18,2.29620003027401e-06,14891,14997.5
"Tusc1","69136",10,1.69550144206138e-06,14015,14488
"Vstm5","69137",11,6.83216970494563e-07,10837,12028
"Cd209f","69142",4,1.2522424770031e-07,4685,5443.5
"Gsdmd","69146",12,1.40489917282078e-06,13363,13786.5
"2200002J24Rik","69147",5,2.3825537923683e-07,6749,6205
"Kbtbd3","69149",2,2.94282492652103e-08,1699,2904
"Snx4","69150",1,9.75104033849371e-08,3991,693.5
"Lzic","69151",2,3.89372797098375e-08,2180,2535
"1810030O07Rik","69155",3,4.74628818916281e-08,2441,3881
"Comtd1","69156",7,3.561383616664e-07,8326,9545.5
"Rhebl1","69159",3,9.4110583819772e-08,3902,4800.5
"Manbal","69161",0,0,335.5,335.5
"Sec31a","69162",2,9.39273113231802e-08,3894.5,3133.5
"Mrpl44","69163",4,1.08795334569573e-07,4291,5167
"Cd209b","69165",6,2.30108439696036e-06,14896,12039
"1810018F18Rik","69166",0,0,335.5,335.5
"Bola1","69168",2,1.94195655469646e-07,6045,4053
"Faim3","69169",16,8.24144697611433e-06,17008,16590
"1810026B05Rik","69170",13,2.01956749640078e-06,14530,14630
"Cnppd1","69171",1,2.15702308381394e-08,1616,1026
"Snx5","69178",6,4.86991726838844e-07,9551,9902.5
"Tmem110","69179",6,2.03616117747425e-07,6199,7618.5
"Dyrk2","69181",1,9.07216105771237e-08,3789,693.5
"C1qtnf2","69183",11,8.86362343919293e-07,11763,11920
"Dtwd1","69185",3,1.79140570502554e-07,5767,5812
"Tmem256","69186",6,1.85171929827388e-07,5880,7194
"Erp27","69187",3,1.17810938941712e-07,4528,5147
"Kmt2e","69188",10,4.39260571620539e-07,9158,10280.5
"Mcemp1","69189",14,1.63980655088744e-06,13908,14809
"Dym","69190",4,1.7631803267187e-07,5713,6452
"Pdia2","69191",5,3.0884580914884e-07,7765,7939.5
"Dhx16","69192",4,1.86387504002752e-07,5907,6752.5
"2410007B07Rik","69193",6,5.8909938291017e-07,10277,9381
"Tmem121","69195",5,2.98239533574674e-07,7636,6278.5
"Ptms","69202",7,3.00164178701524e-07,7663,8832.5
"Srsf11","69207",4,1.52497254934927e-07,5262,5753
"Sat2","69215",3,6.53649215148544e-08,3091,4181
"Ccdc23","69216",7,7.6289883365001e-07,11208,9639
"Plekha4","69217",9,6.18758628531107e-07,10467,10546
"Ddah1","69219",24,4.48293672886349e-06,16291,16380
"2410006H16Rik","69221",7,4.62504318387401e-07,9352,9970.5
"Carkd","69225",0,0,335.5,335.5
"Snx24","69226",10,4.62857053241601e-07,9355,10897
"Selt","69227",9,1.59006315422076e-06,13808,12012
"Zfp746","69228",0,0,335.5,335.5
"Qrich1","69232",2,2.35446885133808e-07,6711,2239.5
"Zfp688","69234",4,1.45194395819302e-07,5110,4590.5
"Gtpbp4","69237",6,3.14873338850059e-07,7858,8945.5
"Pdzph1","69239",13,4.7797825775885e-06,16389,16623
"Polr2d","69241",2,4.68570142409722e-08,2411,2239.5
"2610035F20Rik","69248",4,1.4379517205746e-07,5074,5738.5
"Hspb2","69253",4,8.40138897408112e-08,3629,5026
"Zfp397","69256",6,6.69398981630047e-07,10768,8304.5
"Elf2","69257",6,2.96928546864831e-07,7609,8673.5
"Kctd5","69259",3,6.28642310626618e-08,3018,3581
"Ing2","69260",1,1.34210324435207e-08,946,1879
"Rfc3","69263",17,9.50854458985927e-07,12016,13332.5
"Scnm1","69269",0,0,335.5,335.5
"Gins1","69270",19,1.33235744107966e-06,13186,13949
"Ctdspl","69274",8,6.86898210071111e-07,10863,10494
"Sec62","69276",7,3.74730414533347e-07,8533,9450
"3300002I08Rik","69277",1,1.34210324435207e-08,946,1879
"Spata4","69281",2,6.09714785372414e-08,2932,3391.5
"Glipr1l1","69286",3,6.01072792224176e-07,10372,9583
"Odf3","69287",2,4.35508798927347e-08,2269,3431
"Rhobtb1","69288",15,9.87311377653176e-07,12153,12530
"1700001L05Rik","69291",1,1.80346326264178e-08,1460.5,1475.5
"Cst13","69294",1,1.80346326264178e-08,1460.5,1475.5
"Lrrc46","69297",1,1.80346326264178e-08,1460.5,1475.5
"Asb9","69299",5,1.62725041659213e-07,5447,6826
"Tescl","69301",3,1.17627731022388e-07,4525,4814
"1700001G11Rik","69303",2,3.14556650699385e-08,1897,3033
"Dcps","69305",2,7.08721889065747e-08,3259,2459
"Efcab9","69306",2,1.16171985665732e-07,4487.5,3324.5
"Pxt1","69307",2,3.14556650699385e-08,1897,3033
"Slc16a13","69309",4,2.38088852402551e-06,14986,6515.5
"Pacrg","69310",13,6.02854485264606e-07,10382,11872
"1700008K24Rik","69311",1,1.80346326264178e-08,1460.5,1475.5
"Ppp1r42","69312",5,1.79431780451104e-07,5773.5,7171.5
"Izumo3","69314",1,1.80346326264178e-08,1460.5,1475.5
"1700001L19Rik","69315",7,5.01041996508562e-07,9660,10717
"Hmgb4","69317",2,6.85494646398491e-08,3184,3372.5
"1700007K09Rik","69318",2,4.35508798927347e-08,2269,3431
"1700007J10Rik","69320",1,1.80346326264178e-08,1460.5,1475.5
"1700012B07Rik","69324",3,1.01688710034077e-07,4106.5,4761.5
"1700012B09Rik","69325",7,1.13701144215212e-06,12645,13415.5
"1700007K13Rik","69327",14,3.0279218019938e-06,15551,15538.5
"Lelp1","69332",2,3.50400552475616e-08,2114,3462
"1700012I11Rik","69334",1,3.3131408442678e-08,1991.5,1085.5
"1700003D09Rik","69338",0,0,335.5,335.5
"Ccdc54","69339",1,1.80346326264178e-08,1460.5,1475.5
"1700008P02Rik","69347",1,1.80346326264178e-08,1460.5,1475.5
"1700008O03Rik","69349",3,4.84610876910822e-08,2470,3993
"Smim23","69351",3,1.09375759571429e-07,4306,4002.5
"Necab1","69352",16,1.272726315819e-06,13023,14207
"Slc38a4","69354",25,2.09948751309305e-06,14648,15547.5
"Lrrc51","69358",6,2.07953383933534e-07,6274,7934
"Cst12","69362",4,5.96860779566394e-07,10337,8664.5
"Spaca4","69363",2,1.46902438742226e-07,5149.5,3357.5
"1700012P22Rik","69364",3,1.11788997085195e-07,4367,4707
"Glrx2","69367",5,4.1501134160314e-07,8936,8568
"Wdfy1","69368",16,1.59442369057627e-05,17358,17474.5
"1700017D01Rik","69369",2,3.14556650699385e-08,1897,3033
"Smco2","69371",2,3.50400552475616e-08,2114,3462
"Mocs3","69372",3,4.74628818916281e-08,2441,3881
"Zpbp2","69376",2,7.6901508835617e-08,3416.5,3351.5
"C8g","69379",11,5.41509759325152e-07,9974,11297.5
"1700013G24Rik","69380",3,7.43925109807621e-08,3349.5,3974.5
"1700024P04Rik","69382",1,1.80346326264178e-08,1460.5,1475.5
"Tmem89","69384",2,3.40418494481074e-08,2028.5,3492.5
"Hist1h4h","69386",10,8.53074228774643e-07,11622,12381.5
"Dnajb13","69387",4,1.32804256952756e-07,4879,5887
"1700018G05Rik","69388",1,1.80346326264178e-08,1460.5,1475.5
"H2bfm","69389",2,4.65524408861987e-08,2390.5,2560.5
"1700019A02Rik","69397",4,1.10316494574772e-06,12537,5965
"Cdhr4","69398",7,6.59011244050755e-07,10713,10786
"1700025G04Rik","69399",14,5.9636049811809e-07,10330,11882.5
"Plac8l1","69401",1,1.80346326264178e-08,1460.5,1475.5
"Dnajc17","69408",2,2.94282492652103e-08,1699,2904
"1700016P04Rik","69413",2,3.78991254303451e-07,8589.5,3351.5
"1700025F22Rik","69416",1,1.80346326264178e-08,1460.5,1475.5
"1700019M22Rik","69423",2,3.46652203417419e-08,2045,3408
"1700016C15Rik","69428",4,1.53707883376334e-07,5282,6073.5
"1700048O20Rik","69430",6,9.67960763130513e-07,12083,13103.5
"1700023F02Rik","69433",2,8.96252202247116e-07,11796.5,3303.5
"Snhg10","69434",5,1.2766297741669e-07,4727,5847
"Mroh4","69439",1,1.80346326264178e-08,1460.5,1475.5
"Dennd6b","69440",14,1.98658675801804e-05,17423,13794
"1700023F06Rik","69441",2,3.14556650699385e-08,1897,3033
"1700027J07Rik","69443",1,1.34210324435207e-08,946,1879
"Lyzl6","69444",3,4.21290104240806e-07,8989,5822
"Prss56","69453",2,1.63172892784427e-07,5458,3270
"Clic3","69454",7,3.30411702377362e-07,8039,9128.5
"Commd10","69456",3,2.77104638120172e-07,7322,4793
"Tmem45a2","69457",5,2.97793855045067e-07,7627,8435
"Ubl7","69459",8,4.1044499950088e-07,8894,10257
"Tmco2","69469",1,1.80346326264178e-08,1460.5,1475.5
"Tmem127","69470",4,1.23831533205131e-07,4657,5654
"Krtap3-1","69473",4,7.11127542676122e-07,10990,8731.5
"2300009A05Rik","69478",4,1.94854758736619e-07,6057,5942
"1700029J07Rik","69479",7,3.73023324668972e-07,8514,9752.5
"Ttc9","69480",8,9.90049493909196e-07,12169,12168.5
"Actl9","69481",2,3.50400552475616e-08,2114,3462
"Nup35","69482",2,3.14556650699385e-08,1897,3033
"Ndufaf5","69487",4,1.37259955262514e-07,4959,5893
"Dydc1","69496",2,3.14556650699385e-08,1897,3033
"Tsr2","69499",9,4.06614564348258e-07,8862,9386.5
"Zfp932","69504",6,3.43366919644203e-07,8202,7022
"Klk12","69511",1,1.10642845999542e-07,4330.5,979.5
"2310001K24Rik","69517",3,1.3302496759143e-07,4881.5,3792.5
"Rwdd2a","69519",5,1.26725016051307e-07,4706,5528.5
"Lce3f","69520",7,3.76341595753123e-06,15982,13834.5
"Esam","69524",22,2.53881519075224e-06,15149,15638
"Mrps9","69527",4,1.17116566650969e-07,4515,5531.5
"1700030J22Rik","69528",2,3.14556650699385e-08,1897,3033
"Krtap26-1","69533",3,6.84896872472435e-07,10849.5,7090
"Avpi1","69534",8,3.62507154490684e-07,8416,9327
"Ten1","69535",4,9.15651295448643e-08,3819,4717.5
"Hemk1","69536",0,0,335.5,335.5
"Dnase1l1","69537",8,2.86018582964574e-07,7468,9130.5
"Antxr1","69538",30,2.44425120118647e-06,15046,15462
"Trnp1","69539",25,4.11629926274687e-06,16134,16278
"Klk10","69540",9,1.14613225848444e-06,12673,13386
"Lyg1","69541",1,1.10642845999542e-07,4330.5,979.5
"2300002M23Rik","69542",5,4.28975651820912e-07,9055,9915
"Capns2","69543",4,6.48500901548083e-07,10660,8038.5
"Wdr5b","69544",1,4.29368459108236e-08,2249,1068
"Mapk1ip1","69546",0,0,335.5,335.5
"Nkpd1","69547",0,0,335.5,335.5
"2310015A10Rik","69548",4,1.1910432593364e-07,4564,5441
"2310009B15Rik","69549",4,1.93483597905412e-07,6030,6293
"Bst2","69550",26,5.3194791963682e-06,16535,16799
"2310022B05Rik","69551",7,3.03295256625918e-07,7708,8689
"Fam65c","69553",0,0,335.5,335.5
"Klhdc2","69554",9,4.8207856601386e-07,9501,10724.5
"Bod1","69556",3,8.4410317588753e-08,3648,4202
"Cdk13","69562",3,6.97183209278064e-08,3209.5,4360.5
"Mrln","69563",8,4.21553462238498e-07,8990,10357.5
"Nmrk2","69564",5,2.86983136253208e-07,7485,8241
"2310016D03Rik","69566",0,0,335.5,335.5
"Vkorc1l1","69568",4,1.58966197357462e-07,5377,5973
"2310034O05Rik","69571",3,8.36310921258273e-07,11551,5322
"Mfsd3","69572",3,2.5104313874127e-07,6944,5667.5
"Hilpda","69573",10,1.64846374144934e-06,13923,13543.5
"Cmbl","69574",26,2.38585519472723e-06,14992,15559
"Smco1","69576",5,2.16883398781242e-07,6412,6625.5
"Fastkd3","69577",1,1.60072168216896e-08,1243,1326
"Rhou","69581",26,1.78489174997364e-06,14176,15088.5
"Plekhm2","69582",1,1.34210324435207e-08,946,1879
"Hfe2","69585",17,1.65791153717499e-06,13939,14523
"Gpx8","69590",30,2.67016324051641e-06,15270,15981.5
"Odam","69592",3,5.83788075403715e-07,10242,5599
"Ap5s1","69596",4,2.27161322215993e-07,6586,4787.5
"Afg3l2","69597",3,9.47169056749208e-08,3920,4440
"Dab2ip","69601",13,6.11164901379938e-07,10424,11615
"Otop3","69602",6,5.34001205971192e-07,9909,10912
"Lnp","69605",11,1.10695148586923e-06,12547,11404.5
"Mtfmt","69606",0,0,335.5,335.5
"Sec24d","69608",13,6.59028784201665e-07,10714,11979.5
"Lce1d","69611",5,5.12067466968348e-07,9748,9832.5
"Kansl2","69612",2,1.18605729348455e-07,4549,3088
"Pitrm1","69617",6,2.22197486201143e-07,6509,7056
"Fam89a","69627",12,1.20650983307251e-06,12851,13600
"Plet1os","69631",8,2.02333663415097e-06,14538,11125.5
"Arhgef12","69632",13,6.74666397838457e-07,10803,11666.5
"Clybl","69634",17,1.29370505141083e-06,13072,13428
"Dapk1","69635",23,2.63298001129008e-06,15230,15996.5
"Enho","69638",18,2.6302748210015e-06,15226,14734
"Exosc8","69639",4,1.0545849760387e-07,4203,5055
"Fam83g","69640",6,4.70454119377756e-07,9410,9499
"Wdr20","69641",2,4.15234640880065e-08,2232,3110.5
"Mlip","69642",20,1.75141255132093e-06,14125,15060.5
"2310069B03Rik","69652",0,0,335.5,335.5
"Dctn2","69654",3,8.39583743437282e-08,3625,4519
"Cd164l2","69655",5,9.56794533343644e-07,12041,11056
"Pir","69656",10,1.6552955852165e-06,13936,14060
"Tmbim1","69660",21,1.53114605371456e-06,13699,13797.5
"2310061N02Rik","69661",1,1.10642845999542e-07,4330.5,979.5
"2310061I04Rik","69662",5,2.21456758128037e-07,6492,7014.5
"Ddx51","69663",2,5.84421270774114e-08,2812.5,2794.5
"Krtap1-5","69664",4,1.84598546094523e-06,14282,13127
"Upk3bl","69665",3,1.33881456047988e-07,4896,3941
"Psmg4","69666",5,4.35408567937769e-07,9119,8896
"Ccdc115","69668",3,5.49444965315271e-08,2688,3669
"Tmem52","69671",5,1.31756800048017e-07,4838,6350
"Txndc15","69672",2,5.84421270774114e-08,2812.5,2794.5
"Mif4gd","69674",4,8.53433275619452e-07,11625,8155
"Pxdn","69675",21,1.41314027330221e-06,13387,14572.5
"Il1f8","69677",1,2.17092943133372e-07,6417,866
"Cdk3-ps","69681",0,0,335.5,335.5
"Emc10","69683",3,1.32026761791976e-07,4853,3628.5
"Aarsd1","69684",0,0,335.5,335.5
"Hddc2","69692",10,5.94573075963495e-07,10320,11468
"Pof1b","69693",12,2.64241142982053e-06,15239,14146.5
"Tatdn1","69694",3,5.69719123362553e-08,2736.5,4017.5
"2310057N15Rik","69696",2,1.66749367597186e-07,5520.5,4992.5
"Camsap3","69697",11,6.65253960560845e-07,10749,11756
"Slc52a3","69698",5,2.26276364614679e-07,6572,7260
"2310079G19Rik","69699",5,3.95157036006557e-07,8752,8265.5
"Col22a1","69700",10,1.52103460957721e-06,13675,10738.5
"Ndufaf1","69702",3,6.40919007255999e-08,3068,4342
"Lrr1","69706",38,7.3766311401097e-06,16928,17282
"Iqcg","69707",6,4.37308039666892e-07,9136,8810
"Ptrhd1","69709",2,1.14654440034933e-07,4434,2274.5
"Arap1","69710",4,2.99380114665179e-07,7649,6195.5
"Pin4","69713",5,1.57880772267101e-07,5358,6492
"Tfpt","69714",7,4.50424378260275e-07,9251,9147
"Trip13","69716",41,8.29503458388803e-06,17016,17283
"Ipmk","69718",8,5.03972050609606e-07,9681,11011
"Cad","69719",18,1.05788870485661e-06,12407,13854.5
"Nkiras1","69721",3,1.27868167581633e-07,4733,5446
"Rpain","69723",2,4.15234640880065e-08,2232,3110.5
"Rnaseh2a","69724",3,7.64767597038292e-08,3403,4132
"Smyd3","69726",1,1.34210324435207e-08,946,1879
"Usp46","69727",6,8.72390933438032e-07,11697,9053.5
"Gemin7","69731",4,1.23868398206194e-07,4660,5717.5
"Nup37","69736",7,5.0236889796176e-07,9669,10827
"Ttl","69737",9,3.60187450794978e-07,8378,9602
"2410004I01Rik","69739",6,8.88379129939379e-07,11773,12738.5
"Dph5","69740",3,9.6953148396516e-08,3981,3568.5
"Tm2d2","69742",5,3.76125398040763e-07,8547,7785.5
"Casz1","69743",5,2.60213299789352e-07,7082,6395.5
"Pold4","69745",5,2.20391711457902e-07,6463,7931.5
"Zswim7","69747",2,3.499126328166e-08,2081.5,2597.5
"Aldh16a1","69748",3,5.14427860779259e-08,2577,3750
"2410021H03Rik","69750",0,0,335.5,335.5
"Zfp511","69752",1,1.34210324435207e-08,946,1879
"Fbxo7","69754",4,1.86938799399417e-07,5915,6217.5
"Leng1","69757",2,2.19616386616057e-07,6448,5053
"1600015I10Rik","69761",2,1.41633897394692e-07,5030,3505
"Tnfaip8l2","69769",19,2.11407956690282e-06,14672,15573.5
"1600002K03Rik","69770",0,0,335.5,335.5
"1810019D21Rik","69771",8,4.79281406814333e-07,9481,10689
"Bdh2","69772",15,1.06452184126846e-06,12426,13369.5
"1810026J23Rik","69773",2,2.94282492652103e-08,1699,2904
"Ms4a6b","69774",32,2.71481325786504e-06,15312,16150
"Smap2","69780",8,3.3929171936228e-07,8144,9629.5
"1600010M07Rik","69781",7,3.30193779851596e-07,8035,9296.5
"1500009L16Rik","69784",22,2.39214163457972e-06,14996,15532
"Ceacam13","69785",2,9.26129766004129e-07,11912,6014.5
"Tprkb","69786",7,5.1703886614501e-07,9779,10093
"Anxa13","69787",5,2.04821483653719e-07,6220,7666
"1600023N17Rik","69788",0,0,335.5,335.5
"Med30","69790",1,1.34210324435207e-08,946,1879
"Med6","69792",3,9.04725523940546e-08,3785,4748
"1810044D09Rik","69798",4,6.08295875921e-07,10409,4600.5
"Cox11","69802",3,5.19966859028038e-08,2599,3850
"Tmem147","69804",3,1.69189837998795e-07,5567,5435.5
"Slc39a11","69806",3,8.89398691273424e-08,3756,4311
"Trim32","69807",7,3.75449876855055e-07,8538,7716
"1810046K07Rik","69809",4,1.67660484920968e-07,5530,5626
"Clec4b1","69810",7,6.56574762125764e-07,10700,9483.5
"Abhd11os","69812",2,2.55156877901784e-07,7009,4084
"Prss32","69814",7,4.63344902457529e-07,9362,10328.5
"Krtcap3","69815",4,1.15572915929031e-06,12712,5809.5
"Mzb1","69816",13,2.01270264298173e-06,14524,13967
"Mterf4","69821",2,5.84421270774114e-08,2812.5,2794.5
"Fyttd1","69823",11,3.76597650109499e-07,8552,10333.5
"Glod5","69824",4,3.18071347036286e-07,7900,8149.5
"Ms4a10","69826",6,2.88381626040109e-07,7506,8549.5
"Polr2f","69833",3,8.76740524116276e-08,3728,3794
"Rab43","69834",9,2.75495512852039e-07,7293,8806.5
"Pla2g12b","69836",12,1.42575491911416e-06,13425,13782
"Pcgf1","69837",5,2.22038492519397e-07,6506,7096.5
"Wnk4","69847",9,3.34764760161438e-06,15755,10661
"Tcf23","69852",8,3.58493795321037e-07,8351,9979
"1810053B23Rik","69857",1,9.20554320989927e-07,11888.5,693.5
"Eif1ad","69860",2,2.94282492652103e-08,1699,2904
"2010003K11Rik","69861",9,4.58867562940609e-07,9325,10565.5
"Ttc39b","69863",27,1.57598139772843e-06,13790,15018
"1810065E05Rik","69864",6,9.20371484864807e-07,11887,12171.5
"A1cf","69865",3,5.65984171096011e-08,2726,4238.5
"Polr3gl","69870",3,8.60785394374365e-08,3686.5,4294.5
"Ppp1r35","69871",1,1.80346326264178e-08,1460.5,1475.5
"Ndufa11","69875",3,1.15689724424375e-07,4460,5099
"Thap3","69876",0,0,335.5,335.5
"Snrpf","69878",5,1.61792499936157e-07,5425,6733.5
"Vwa9","69882",4,1.07946026155672e-07,4261,4955.5
"Aunip","69885",9,8.98178050030198e-07,11805,12017
"Zfp219","69890",0,0,335.5,335.5
"Coa7","69893",4,7.019851447218e-08,3228,4758
"2010107G23Rik","69894",14,8.26895981027983e-07,11510,12772
"Snhg8","69895",4,1.07547479688708e-06,12459,6661
"Mfsd11","69900",6,3.05738320836142e-07,7733,8851
"Mrto4","69902",1,1.34210324435207e-08,946,1879
"Rasip1","69903",6,3.46804757551831e-07,8243,8881
"Slc25a32","69906",9,4.37035702938646e-07,9133,9814
"Rab3b","69908",15,1.48303448016109e-06,13585,14023
"2610027K06Rik","69909",3,9.85554093371484e-08,4018,4216
"Nup43","69912",3,9.91494814590521e-08,4037,4311
"Nabp2","69917",2,4.65524408861987e-08,2390.5,2560.5
"2610020C07Rik","69918",1,6.64616899532921e-08,3120,943
"Polr2i","69920",2,1.02268691980854e-07,4126,4467
"Vrk2","69922",13,6.14855840313771e-07,10439,11688.5
"Agk","69923",4,1.56058387447115e-07,5323,6303
"Apitd1","69928",14,1.67933713601719e-06,13973,14436.5
"Zfp715","69930",1,1.34210324435207e-08,946,1879
"Trmt10b","69934",2,5.84421270774114e-08,2812.5,2794.5
"Scrn1","69938",12,6.0036207141275e-07,10367,11419.5
"Exoc1","69940",1,1.34210324435207e-08,946,1879
"2810408I11Rik","69941",8,1.02261361170133e-06,12291,12718
"Rnf113a1","69942",0,0,335.5,335.5
"2810021J22Rik","69944",4,1.74759747376851e-07,5678,6993.5
"Tunar","69952",10,6.11540469494431e-07,10426,11758
"2810025M15Rik","69953",7,3.66422513367949e-07,8458,9508
"Fars2","69955",6,7.23716741920272e-07,11041,10808.5
"Ptcd3","69956",3,5.09984801033497e-08,2557.5,3685.5
"Cdc16","69957",1,1.34210324435207e-08,946,1879
"Rpp25l","69961",1,4.05470576581593e-08,2212.5,1155.5
"Mettl18","69962",2,8.66812881833518e-08,3702,2239.5
