Samples,cluster_label,subclass_label,class_label,cluster_color,size,gene.counts,broad_class
SM-GE649_S086_E1-50,Sst_Chodl,Sst,GABAergic,#FFFF00,26,5895,MGE
SM-GE649_S088_E1-50,Sst_Chodl,Sst,GABAergic,#FFFF00,26,5895,MGE
SM-GE649_S089_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S090_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S091_E1-50,L6_IT_Sulf_2,L6_IT,Glutamatergic,#3cbc92,219,6129,EXCIT
SM-GE649_S092_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S093_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S094_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S095_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S096_E1-50,L6_IT_Sulf_2,L6_IT,Glutamatergic,#3cbc92,219,6129,EXCIT
SM-GE649_S097_E1-50,L6_IT_Fos,L6_IT,Glutamatergic,#3cbc92,23,6445,EXCIT
SM-GE649_S099_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE649_S100_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S102_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S103_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S104_E1-50,L6_IT_Fos,L6_IT,Glutamatergic,#3cbc92,23,6445,EXCIT
SM-GE649_S105_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S106_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S107_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S108_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S109_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S110_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S111_E1-50,L5_PT_1,L5_PT,Glutamatergic,#53A367,86,7950,EXCIT
SM-GE649_S112_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S113_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S114_E1-50,L6_IT_Fos,L6_IT,Glutamatergic,#3cbc92,23,6445,EXCIT
SM-GE649_S115_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S117_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S118_E1-50,L5_PT_1,L5_PT,Glutamatergic,#53A367,86,7950,EXCIT
SM-GE649_S121_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE649_S122_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE649_S123_E1-50,Lamp5_Egln3_2,Lamp5,GABAergic,#E69B73,87,5074,CGE
SM-GE649_S124_E1-50,Vip_Crispld2,Vip,GABAergic,#992E81,98,4519,CGE
SM-GE649_S125_E1-50,Lamp5_Egln3_2,Lamp5,GABAergic,#E69B73,87,5074,CGE
SM-GE649_S126_E1-50,Vip_Crispld2,Vip,GABAergic,#992E81,98,4519,CGE
SM-GE649_S127_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE649_S128_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE649_S129_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE649_S130_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE649_S131_E1-50,Lamp5_Egln3_2,Lamp5,GABAergic,#E69B73,87,5074,CGE
SM-GE649_S132_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE649_S133_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE649_S134_E1-50,Vip_Crispld2,Vip,GABAergic,#992E81,98,4519,CGE
SM-GE649_S135_E1-50,Lamp5_Egln3_2,Lamp5,GABAergic,#E69B73,87,5074,CGE
SM-GE649_S136_E1-50,Pvalb_Vipr2,Pvalb,GABAergic,#FF197F,27,5228,MGE
SM-GE649_S137_E1-50,Lamp5_Pdlim5,Lamp5,GABAergic,#FF7290,65,5092,CGE
SM-GE649_S138_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE649_S139_E1-50,Vip_Cbln4,Vip,GABAergic,#B3128A,65,4716,CGE
SM-GE649_S140_E1-50,Vip_Crispld2,Vip,GABAergic,#992E81,98,4519,CGE
SM-GE649_S141_E1-50,Lamp5_Egln3_2,Lamp5,GABAergic,#E69B73,87,5074,CGE
SM-GE649_S142_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE649_S143_E1-50,Lamp5_Egln3_2,Lamp5,GABAergic,#E69B73,87,5074,CGE
SM-GE649_S144_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE649_S145_E1-50,Sst_Etv1_1,Sst,GABAergic,#BF880D,149,5870,MGE
SM-GE649_S146_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE649_S147_E1-50,Vip_Cbln4,Vip,GABAergic,#B3128A,65,4716,CGE
SM-GE649_S148_E1-50,Sst_Chodl,Sst,GABAergic,#FFFF00,26,5895,MGE
SM-GE649_S149_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE649_S150_E1-50,Vip_Cbln4,Vip,GABAergic,#B3128A,65,4716,CGE
SM-GE649_S151_E1-50,Lamp5_Egln3_2,Lamp5,GABAergic,#E69B73,87,5074,CGE
SM-GE649_S152_E1-50,Vip_Cbln4,Vip,GABAergic,#B3128A,65,4716,CGE
SM-GE649_S161_E1-50,Sst_Etv1_2,Sst,GABAergic,#804811,53,5933,MGE
SM-GE649_S163_E1-50,Sst_Etv1_1,Sst,GABAergic,#BF880D,149,5870,MGE
SM-GE649_S164_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE649_S165_E1-50,Vip_Htr1f,Vip,GABAergic,#FF4DC1,29,4636,CGE
SM-GE649_S166_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE649_S168_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE649_S169_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE649_S170_E1-50,Vip_Crispld2,Vip,GABAergic,#992E81,98,4519,CGE
SM-GE649_S174_E1-50,Vip_Cbln4,Vip,GABAergic,#B3128A,65,4716,CGE
SM-GE649_S175_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE649_S176_E1-50,Lamp5_Pdlim5,Lamp5,GABAergic,#FF7290,65,5092,CGE
SM-GE649_S178_E1-50,L6b_Shisa6,L6b,Glutamatergic,#09564c,95,6029,EXCIT
SM-GE649_S180_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S181_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S183_E1-50,L6b_Ror1,L6b,Glutamatergic,#09564c,68,6067,EXCIT
SM-GE649_S184_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S185_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S186_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S187_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S188_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S189_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S190_E1-50,L6b_Shisa6,L6b,Glutamatergic,#09564c,95,6029,EXCIT
SM-GE649_S191_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE649_S192_E1-50,L6b_Ror1,L6b,Glutamatergic,#09564c,68,6067,EXCIT
SM-GE64A_S001_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S003_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S005_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S008_E1-50,L5_PT_1,L5_PT,Glutamatergic,#53A367,86,7950,EXCIT
SM-GE64A_S009_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S011_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S012_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S014_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S015_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S016_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S017_E1-50,Sst_Crhr2,Sst,GABAergic,#B97541,76,5794,MGE
SM-GE64A_S018_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S019_E1-50,L6_NP_Trh,L5.6_NP,Glutamatergic,#47867A,108,5537,EXCIT
SM-GE64A_S021_E1-50,Pvalb_Vipr2,Pvalb,GABAergic,#FF197F,27,5228,MGE
SM-GE64A_S023_E1-50,Pvalb_Reln,Pvalb,GABAergic,#BC2C51,181,6381,MGE
SM-GE64A_S024_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S025_E1-50,L6_IT_Sulf_2,L6_IT,Glutamatergic,#3cbc92,219,6129,EXCIT
SM-GE64A_S027_E1-50,Lamp5_Lhx6,Lamp5,GABAergic,#C77963,28,5468,CGE
SM-GE64A_S028_E1-50,Sst_Crhr2,Sst,GABAergic,#B97541,76,5794,MGE
SM-GE64A_S029_E1-50,Pvalb_Reln,Pvalb,GABAergic,#BC2C51,181,6381,MGE
SM-GE64A_S030_E1-50,L5_NP_Slc17a8,L5.6_NP,Glutamatergic,#3c78bc,104,5651,EXCIT
SM-GE64A_S031_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S032_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S033_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S034_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S035_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S036_E1-50,Vip_Cbln4,Vip,GABAergic,#B3128A,65,4716,CGE
SM-GE64A_S037_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S038_E1-50,Sst_Crhr2,Sst,GABAergic,#B97541,76,5794,MGE
SM-GE64A_S039_E1-50,Sst_C1ql3,Sst,GABAergic,#802600,74,5817,MGE
SM-GE64A_S040_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S042_E1-50,L6_NP_Trh,L5.6_NP,Glutamatergic,#47867A,108,5537,EXCIT
SM-GE64A_S043_E1-50,Pvalb_Reln,Pvalb,GABAergic,#BC2C51,181,6381,MGE
SM-GE64A_S044_E1-50,Sst_C1ql3,Sst,GABAergic,#802600,74,5817,MGE
SM-GE64A_S045_E1-50,Vip_Cbln4,Vip,GABAergic,#B3128A,65,4716,CGE
SM-GE64A_S046_E1-50,L6b_Ror1,L6b,Glutamatergic,#09564c,68,6067,EXCIT
SM-GE64A_S047_E1-50,Sst_Myh8,Sst,GABAergic,#FF8011,57,5385,MGE
SM-GE64A_S048_E1-50,Pvalb_Reln,Pvalb,GABAergic,#BC2C51,181,6381,MGE
SM-GE64A_S049_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE64A_S050_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE64A_S051_E1-50,Lamp5_Egln3_2,Lamp5,GABAergic,#E69B73,87,5074,CGE
SM-GE64A_S052_E1-50,Vip_Crispld2,Vip,GABAergic,#992E81,98,4519,CGE
SM-GE64A_S053_E1-50,Lamp5_Egln3_2,Lamp5,GABAergic,#E69B73,87,5074,CGE
SM-GE64A_S054_E1-50,Vip_Crispld2,Vip,GABAergic,#992E81,98,4519,CGE
SM-GE64A_S055_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE64A_S056_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE64A_S057_E1-50,Lamp5_Egln3_2,Lamp5,GABAergic,#E69B73,87,5074,CGE
SM-GE64A_S058_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE64A_S059_E1-50,Lamp5_Pdlim5,Lamp5,GABAergic,#FF7290,65,5092,CGE
SM-GE64A_S060_E1-50,Lamp5_Egln3_2,Lamp5,GABAergic,#E69B73,87,5074,CGE
SM-GE64A_S061_E1-50,Lamp5_Egln3_2,Lamp5,GABAergic,#E69B73,87,5074,CGE
SM-GE64A_S062_E1-50,Lamp5_Egln3_1,Lamp5,GABAergic,#FF88AD,15,5610,CGE
SM-GE64A_S063_E1-50,Lamp5_Egln3_2,Lamp5,GABAergic,#E69B73,87,5074,CGE
SM-GE64A_S064_E1-50,Lamp5_Egln3_2,Lamp5,GABAergic,#E69B73,87,5074,CGE
SM-GE64A_S073_E1-50,Lamp5_Egln3_2,Lamp5,GABAergic,#E69B73,87,5074,CGE
SM-GE64A_S074_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE64A_S075_E1-50,Lamp5_Pdlim5,Lamp5,GABAergic,#FF7290,65,5092,CGE
SM-GE64A_S076_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE64A_S078_E1-50,Lamp5_Egln3_2,Lamp5,GABAergic,#E69B73,87,5074,CGE
SM-GE64A_S079_E1-50,Lamp5_Egln3_2,Lamp5,GABAergic,#E69B73,87,5074,CGE
SM-GE64A_S080_E1-50,Vip_Crispld2,Vip,GABAergic,#992E81,98,4519,CGE
SM-GE64A_S081_E1-50,Sncg,Sncg,GABAergic,#9900B3,63,5842,CGE
SM-GE64A_S082_E1-50,Sst_Etv1_2,Sst,GABAergic,#804811,53,5933,MGE
SM-GE64A_S083_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE64A_S084_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE64A_S085_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE64A_S086_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE64A_S087_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE64A_S088_E1-50,Sncg,Sncg,GABAergic,#9900B3,63,5842,CGE
SM-GE64A_S089_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE64A_S090_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE64A_S091_E1-50,L2.3_IT,L2.3_IT,Glutamatergic,#81B389,708,6352,EXCIT
SM-GE64A_S092_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE64A_S093_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE64A_S094_E1-50,Lamp5_Egln3_1,Lamp5,GABAergic,#FF88AD,15,5610,CGE
SM-GE64A_S095_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE64A_S096_E1-50,Pvalb_Il1rapl2,Pvalb,GABAergic,#BC2C41,163,5938,MGE
SM-GE64A_S100_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64A_S101_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64A_S102_E1-50,L5_PT_1,L5_PT,Glutamatergic,#53A367,86,7950,EXCIT
SM-GE64A_S103_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64A_S104_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S105_E1-50,L5_IT_S100b_1,L5_IT,Glutamatergic,#5DDB65,135,7486,EXCIT
SM-GE64A_S106_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE64A_S107_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64A_S109_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE64A_S110_E1-50,L5_PT_1,L5_PT,Glutamatergic,#53A367,86,7950,EXCIT
SM-GE64A_S111_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64A_S112_E1-50,L5_IT_S100b_1,L5_IT,Glutamatergic,#5DDB65,135,7486,EXCIT
SM-GE64A_S113_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE64A_S115_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S116_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64A_S118_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S120_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64A_S121_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64A_S122_E1-50,L5_PT_1,L5_PT,Glutamatergic,#53A367,86,7950,EXCIT
SM-GE64A_S123_E1-50,L5_IT_Rspo1_1,L5_IT,Glutamatergic,#3CBC78,441,5674,EXCIT
SM-GE64A_S124_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE64A_S126_E1-50,L5_PT_1,L5_PT,Glutamatergic,#53A367,86,7950,EXCIT
SM-GE64A_S127_E1-50,L5_NP_Slc17a8,L5.6_NP,Glutamatergic,#3c78bc,104,5651,EXCIT
SM-GE64A_S131_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE64A_S132_E1-50,L5_PT_1,L5_PT,Glutamatergic,#53A367,86,7950,EXCIT
SM-GE64A_S134_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64A_S135_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64A_S136_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64A_S137_E1-50,Vip_Rspo4,Vip,GABAergic,#FF00FF,101,4724,CGE
SM-GE64A_S138_E1-50,L5_NP_Slc17a8,L5.6_NP,Glutamatergic,#3c78bc,104,5651,EXCIT
SM-GE64A_S139_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64A_S140_E1-50,Sst_Myh8,Sst,GABAergic,#FF8011,57,5385,MGE
SM-GE64A_S141_E1-50,Vip_Rspo4,Vip,GABAergic,#FF00FF,101,4724,CGE
SM-GE64A_S142_E1-50,Sst_C1ql3,Sst,GABAergic,#802600,74,5817,MGE
SM-GE64A_S143_E1-50,L5_IT_Rspo1_2,L5_IT,Glutamatergic,#3CBC45,172,6333,EXCIT
SM-GE64A_S145_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S146_E1-50,Pvalb_Gpr149,Pvalb,GABAergic,#E62A5D,59,6365,MGE
SM-GE64A_S147_E1-50,L6_NP_Trh,L5.6_NP,Glutamatergic,#47867A,108,5537,EXCIT
SM-GE64A_S148_E1-50,Pvalb_Gpr149,Pvalb,GABAergic,#E62A5D,59,6365,MGE
SM-GE64A_S149_E1-50,Sst_Crhr2,Sst,GABAergic,#B97541,76,5794,MGE
SM-GE64A_S150_E1-50,Sst_Crhr2,Sst,GABAergic,#B97541,76,5794,MGE
SM-GE64A_S151_E1-50,L5_IT_Rspo1_2,L5_IT,Glutamatergic,#3CBC45,172,6333,EXCIT
SM-GE64A_S152_E1-50,Vip_Cbln4,Vip,GABAergic,#B3128A,65,4716,CGE
SM-GE64A_S153_E1-50,Sst_Crhr2,Sst,GABAergic,#B97541,76,5794,MGE
SM-GE64A_S155_E1-50,Pvalb_Reln,Pvalb,GABAergic,#BC2C51,181,6381,MGE
SM-GE64A_S156_E1-50,Pvalb_Gpr149,Pvalb,GABAergic,#E62A5D,59,6365,MGE
SM-GE64A_S157_E1-50,Pvalb_Reln,Pvalb,GABAergic,#BC2C51,181,6381,MGE
SM-GE64A_S158_E1-50,L6_NP_Trh,L5.6_NP,Glutamatergic,#47867A,108,5537,EXCIT
SM-GE64A_S159_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64A_S169_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S170_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S171_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S172_E1-50,L6_NP_Trh,L5.6_NP,Glutamatergic,#47867A,108,5537,EXCIT
SM-GE64A_S173_E1-50,Sst_Myh8,Sst,GABAergic,#FF8011,57,5385,MGE
SM-GE64A_S178_E1-50,Pvalb_Reln,Pvalb,GABAergic,#BC2C51,181,6381,MGE
SM-GE64A_S179_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S180_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S182_E1-50,Pvalb_Gpr149,Pvalb,GABAergic,#E62A5D,59,6365,MGE
SM-GE64A_S183_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S184_E1-50,Sst_Etv1_1,Sst,GABAergic,#BF880D,149,5870,MGE
SM-GE64A_S185_E1-50,Sst_Crhr2,Sst,GABAergic,#B97541,76,5794,MGE
SM-GE64A_S186_E1-50,Sst_C1ql3,Sst,GABAergic,#802600,74,5817,MGE
SM-GE64A_S187_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S188_E1-50,Sst_Crhr2,Sst,GABAergic,#B97541,76,5794,MGE
SM-GE64A_S189_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64A_S190_E1-50,Lamp5_Slc35d3,Lamp5,GABAergic,#FFA388,250,5430,CGE
SM-GE64A_S191_E1-50,Vip_Crispld2,Vip,GABAergic,#992E81,98,4519,CGE
SM-GE64A_S192_E1-50,Vip_Serpinf1,Vip,GABAergic,#A720FF,37,5530,CGE
SM-GE64B_S001_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64B_S002_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64B_S003_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64B_S004_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64B_S005_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64B_S007_E1-50,L5_NP_Slc17a8,L5.6_NP,Glutamatergic,#3c78bc,104,5651,EXCIT
SM-GE64B_S008_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE64B_S010_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64B_S011_E1-50,L6_IT_Sulf_1,L6_IT,Glutamatergic,#40bc3c,199,6714,EXCIT
SM-GE64B_S012_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64B_S013_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64B_S014_E1-50,L5_PT_1,L5_PT,Glutamatergic,#53A367,86,7950,EXCIT
SM-GE64B_S015_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64B_S016_E1-50,L5_PT_3,L5_PT,Glutamatergic,#53A367,95,8029,EXCIT
SM-GE64B_S017_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64B_S018_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64B_S019_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64B_S022_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64B_S023_E1-50,L5_IT_Rspo1_2,L5_IT,Glutamatergic,#3CBC45,172,6333,EXCIT
SM-GE64B_S024_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64B_S025_E1-50,L6_CT,L6_CT,Glutamatergic,#197a6e,1288,5833,EXCIT
SM-GE64B_S026_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
SM-GE64B_S027_E1-50,L5_IT_S100b_2,L5_IT,Glutamatergic,#00CF1E,407,7204,EXCIT
